customer_id,full_name,sex,marital_status,date_of_birth,email,phone,address,city,province,postal_code,last_address_change_date
CUS_00026,David García Molina,Male,Married,2002-08-14,david.garcia787@mail.com,+34 643 253 763,203 Poplar Rd,Móstoles,Madrid,50709,2025-01-27
CUS_00027,Paula Molina Domínguez,Female,Single,1943-08-10,paula.molina363@yahoo.es,+34 675 781 143,486 Oak Ave,Granada,Granada,28720,
CUS_00028,Raquel Jiménez Flores,Female,Married,1996-11-24,raquel.jimenez67@outlook.com,+34 660 401 750,413 Walnut Dr,Madrid,Madrid,31197,
CUS_00029,Fernando Moreno Sánchez,Male,Single,1950-06-26,fernando.moreno412@hotmail.com,+34 612 352 454,494 Hazel Ave,Almería,Almería,7963,
CUS_00030,Rafael Castillo Hernández,Male,Married,1982-03-03,rafael.castillo247@outlook.com,+34 665 477 630,298 Spruce Ln,Fuenlabrada,Madrid,1870,
CUS_00031,Alejandro Álvarez Gil,Male,Widow,1979-08-21,alejandro.alvarez805@telefonica.net,+34 670 735 741,390 Ash Ln,Getafe,Madrid,9065,2025-03-09
CUS_00032,Andrea Rodríguez Torres,Female,Married,1979-01-20,andrea.rodriguez833@outlook.com,+34 662 712 141,411 Beech St,Valladolid,Valladolid,30687,
CUS_00033,Fernando Díaz González,Male,Married,1952-07-03,fernando.diaz152@telefonica.net,+34 692 533 541,470 Birch Cir,Castellón,Castellón,41528,2024-08-16
CUS_00035,Pilar Romero Navarro,Female,Single,1946-05-18,pilar.romero960@mail.com,+34 638 971 648,316 Olive Ave,Vigo,Pontevedra,7885,2025-05-25
CUS_00036,Miguel Morales Domínguez,Male,Single,1945-04-24,miguel.morales455@gmail.com,+34 653 462 423,298 Magnolia Pl,Palma,Baleares,16651,2023-08-27
CUS_00037,Raúl Sánchez Ortiz,Male,Widow,1980-05-19,raul.sanchez483@gmail.com,+34 683 181 774,488 Poplar Blvd,Sevilla,Sevilla,21429,2024-03-25
CUS_00038,Alejandro Ramírez Blanco,Male,Divorced,1976-01-06,alejandro.ramirez628@mail.com,+34 674 423 336,193 Ash Ave,Barcelona,Barcelona,44158,
CUS_00039,Daniel Blanco Moreno,Male,Single,1968-06-28,daniel.blanco955@outlook.com,+34 630 565 341,108 Willow Dr,Vigo,Pontevedra,27944,2025-04-08
CUS_00040,Álvaro Gil Serrano,Male,Married,1958-12-02,alvaro.gil853@mail.com,+34 689 776 685,319 Ash Pl,Valencia,Valencia,43983,2023-07-30
CUS_00041,Fernando López González,Male,Married,1999-11-20,fernando.lopez427@mail.com,+34 673 996 557,408 Poplar Ln,Sevilla,Sevilla,41022,2024-04-23
CUS_00042,Luis Delgado Martínez,Male,Widow,1944-10-04,luis.delgado608@yahoo.es,+34 623 217 129,456 Poplar Blvd,Zaragoza,Zaragoza,38531,2024-05-20
CUS_00043,Sergio Navarro Rubio,Male,Married,1986-05-02,sergio.navarro500@telefonica.net,+34 683 546 448,471 Beech Dr,Gijón,Asturias,46280,2022-09-14
CUS_00044,Manuel Álvarez Ruiz,Male,Single,1966-05-20,manuel.alvarez278@hotmail.com,+34 628 677 497,423 Willow Ct,Fuenlabrada,Madrid,48519,
CUS_00045,Ana Molina Romero,Female,Married,1980-05-03,ana.molina557@outlook.com,+34 690 607 979,118 Ash Pl,Sevilla,Sevilla,7518,2025-01-27
CUS_00046,Adrián Medina Romero,Male,Single,1940-09-18,adrian.medina147@yahoo.es,+34 631 541 851,400 Cherry Pl,Córdoba,Córdoba,16598,2022-11-25
CUS_00047,Nuria Castillo Serrano,Female,Married,1979-12-18,nuria.castillo890@mail.com,+34 627 262 581,406 Magnolia St,Vitoria,Álava,45566,2023-12-22
CUS_00048,Francisco González Ortega,Male,Single,1943-09-18,francisco.gonzalez865@gmail.com,+34 672 962 116,143 Elm Way,Vitoria,Álava,51350,2024-10-15
CUS_00049,Alejandro Delgado Gil,Male,Married,1975-08-05,alejandro.delgado114@mail.com,+34 685 136 739,68 Holly Ave,Málaga,Málaga,28310,
CUS_00050,Teresa Gil Flores,Female,Married,1992-10-05,teresa.gil654@gmail.com,+34 613 232 591,499 Cherry Dr,Valencia,Valencia,38116,
CUS_00051,Manuel Serrano Domínguez,Male,Divorced,1950-09-15,manuel.serrano312@outlook.com,+34 671 232 735,202 Ash Rd,Córdoba,Córdoba,33301,
CUS_00052,Rosa Suárez Castro,Female,Married,1997-05-08,rosa.suarez106@hotmail.com,+34 622 275 338,4 Olive Rd,Albacete,Albacete,27228,
CUS_00053,Sofía Rodríguez Jiménez,Female,Married,1957-02-02,sofia.rodriguez390@hotmail.com,+34 631 699 902,203 Ash Blvd,Madrid,Madrid,21128,2023-07-25
CUS_00056,María Delgado Ruiz,Female,Single,1980-08-19,maria.delgado800@mail.com,+34 681 226 318,115 Cypress Cir,Gijón,Asturias,29453,2025-05-28
CUS_00057,María García Ortega,Female,Single,1952-03-28,maria.garcia528@hotmail.com,+34 645 198 582,11 Cypress St,Oviedo,Asturias,44970,
CUS_00058,Sergio Ortega Marín,Male,Single,1997-01-11,sergio.ortega322@gmail.com,+34 665 908 759,364 Cedar Ave,Albacete,Albacete,21641,2025-04-07
CUS_00059,Andrea Núñez Torres,Female,Single,1985-02-21,andrea.nuñez187@outlook.com,+34 657 202 614,268 Cherry Dr,Palma,Baleares,12440,2024-06-03
CUS_00060,Lucía Torres Rivera,Female,Widow,1954-12-04,lucia.torres561@yahoo.es,+34 617 423 328,403 Ash Ct,Murcia,Murcia,49539,2023-02-13
CUS_00061,Andrea Gil Rivera,Female,Single,1960-06-21,andrea.gil326@mail.com,+34 663 624 932,8 Elm Dr,San Sebastián,Guipúzcoa,35183,
CUS_00062,Beatriz Rubio Martínez,Female,Single,1968-07-22,beatriz.rubio331@outlook.com,+34 641 509 993,6 Willow Rd,Bilbao,Vizcaya,50072,2024-06-05
CUS_00063,Antonio Álvarez Serrano,Male,Married,1995-10-20,antonio.alvarez399@hotmail.com,+34 668 853 743,314 Spruce St,Móstoles,Madrid,9904,2023-06-04
CUS_00065,Nuria García González,Female,Single,1946-06-10,nuria.garcia860@yahoo.es,+34 695 414 645,215 Birch Blvd,Oviedo,Asturias,41606,2024-07-20
CUS_00067,Laura Hernández Vázquez,Female,Widow,1946-12-18,laura.hernandez331@outlook.com,+34 687 986 653,346 Cherry Blvd,Cartagena,Murcia,48394,2025-01-12
CUS_00068,Sergio Núñez Domínguez,Male,Single,1986-01-20,sergio.nuñez114@mail.com,+34 613 196 255,275 Beech Ln,Fuenlabrada,Madrid,39754,2025-04-30
CUS_00069,Sergio Núñez Iglesias,Male,Single,1967-06-25,sergio.nuñez100@yahoo.es,+34 620 936 204,462 Pine Rd,Zaragoza,Zaragoza,52076,
CUS_00070,Sofía Rubio Rivera,Female,Divorced,1966-07-18,sofia.rubio828@mail.com,+34 622 424 135,442 Willow Ave,Albacete,Albacete,45030,2024-10-26
CUS_00071,Álvaro Navarro Torres,Male,Single,1997-01-27,alvaro.navarro699@outlook.com,+34 669 615 118,127 Cherry St,Almería,Almería,33750,2023-03-19
CUS_00072,Pilar Pérez González,Female,Married,1941-08-26,pilar.perez101@hotmail.com,+34 654 816 237,461 Cherry Pl,Jerez,Cádiz,1618,
CUS_00073,Jorge Romero García,Male,Single,1961-05-13,jorge.romero273@yahoo.es,+34 616 755 616,68 Elm Cir,Alcalá,Madrid,5598,2025-02-06
CUS_00074,Lucía Torres Ruiz,Female,Divorced,1957-03-02,lucia.torres588@mail.com,+34 658 876 254,367 Cherry St,Oviedo,Asturias,25074,2020-08-14
CUS_00075,Raúl Suárez Jiménez,Male,Married,1950-06-10,raul.suarez288@hotmail.com,+34 642 701 251,58 Holly Cir,Albacete,Albacete,41178,
CUS_00076,Beatriz Domínguez Morales,Female,Single,1962-05-17,beatriz.dominguez639@mail.com,+34 634 586 819,214 Cypress Dr,Córdoba,Córdoba,28986,
CUS_00078,Laura Jiménez García,Female,Married,1960-10-13,laura.jimenez739@hotmail.com,+34 622 627 144,387 Willow Ln,Málaga,Málaga,36680,2025-04-16
CUS_00079,Rosa Castillo Ruiz,Female,Divorced,1965-06-08,rosa.castillo268@mail.com,+34 625 130 243,185 Cypress St,Madrid,Madrid,10501,
CUS_00080,David Ortega Castro,Male,Divorced,1998-01-14,david.ortega624@outlook.com,+34 663 219 613,121 Beech Cir,Palma,Baleares,29736,
CUS_00081,Adrián Flores García,Male,Married,1988-06-27,adrian.flores705@yahoo.es,+34 648 850 978,223 Beech Rd,Terrassa,Barcelona,38982,2024-05-08
CUS_00082,Jorge Blanco Flores,Male,Married,1975-01-03,jorge.blanco186@gmail.com,+34 610 439 437,390 Birch Cir,Badajoz,Badajoz,4906,
CUS_00083,Laura López Díaz,Female,Single,1981-12-12,laura.lopez631@mail.com,+34 612 817 238,281 Cypress Rd,Madrid,Madrid,10834,2024-02-01
CUS_00084,Miguel Molina Torres,Male,Single,1997-05-01,miguel.molina970@mail.com,+34 611 596 686,78 Cedar Ln,Fuenlabrada,Madrid,25728,
CUS_00085,Daniel Moreno Gómez,Male,Married,1953-05-15,daniel.moreno871@yahoo.es,+34 623 347 845,279 Hazel Ave,Hospitalet,Barcelona,33050,2024-06-27
CUS_00086,Laura Romero Sánchez,Female,Single,1966-06-13,laura.romero664@outlook.com,+34 660 421 437,186 Beech St,Las Palmas,Las Palmas,9437,2024-07-17
CUS_00087,Pedro Hernández Romero,Male,Widow,1994-10-02,pedro.hernandez724@gmail.com,+34 622 639 515,399 Hazel Ave,Almería,Almería,5113,2025-01-21
CUS_00088,Francisco Flores Núñez,Male,Widow,1988-10-27,francisco.flores889@outlook.com,+34 688 692 747,85 Pine Pl,Vigo,Pontevedra,24595,2023-06-08
CUS_00089,Elena Romero Blanco,Female,Single,1964-08-04,elena.romero169@yahoo.es,+34 675 493 570,338 Alder St,Valladolid,Valladolid,36385,
CUS_00090,Andrés Martínez Castillo,Male,Married,1985-07-20,andres.martinez206@outlook.com,+34 633 758 959,275 Pine Ct,Barcelona,Barcelona,40477,2025-05-31
CUS_00091,Daniel López Pérez,Male,Married,1981-07-07,daniel.lopez615@yahoo.es,+34 674 453 941,112 Cypress Cir,Elche,Alicante,4361,
CUS_00092,Sofía Iglesias Reyes,Female,Married,2003-08-10,sofia.iglesias172@hotmail.com,+34 676 465 157,55 Magnolia St,Barcelona,Barcelona,1653,2023-01-28
CUS_00093,Pilar Rodríguez Pérez,Female,Married,1972-07-28,pilar.rodriguez380@mail.com,+34 659 757 133,479 Beech St,Coruña,A Coruña,35924,
CUS_00095,Andrés Jiménez Núñez,Male,Married,1978-09-25,andres.jimenez654@hotmail.com,+34 632 898 265,68 Cherry Blvd,Móstoles,Madrid,38086,2025-02-09
CUS_00096,Paula Castro Jiménez,Female,Married,1945-04-13,paula.castro892@hotmail.com,+34 636 600 825,23 Willow Cir,Sevilla,Sevilla,14697,2020-01-15
CUS_00097,Silvia García González,Female,Single,1946-04-25,silvia.garcia531@mail.com,+34 624 915 341,38 Pine Ln,Huelva,Huelva,34567,
CUS_00099,Sergio Molina Martínez,Male,Single,1985-09-14,sergio.molina339@gmail.com,+34 644 198 604,402 Alder Rd,Sevilla,Sevilla,46665,2022-10-06
CUS_00100,Fernando Álvarez Ruiz,Male,Married,1992-07-08,fernando.alvarez97@gmail.com,+34 634 122 489,137 Laurel Rd,Alicante,Alicante,42464,
CUS_00101,Raúl Ortega Jiménez,Male,Single,1974-01-08,raul.ortega168@gmail.com,+34 660 373 369,56 Poplar Dr,Barcelona,Barcelona,51809,2023-02-20
CUS_00102,Sara Iglesias Serrano,Female,Widow,2002-11-18,sara.iglesias636@gmail.com,+34 612 275 197,68 Spruce Ln,Palma,Baleares,7177,
CUS_00103,Rafael Moreno Gil,Male,Single,1978-03-16,rafael.moreno535@outlook.com,+34 650 672 750,367 Alder Ct,Valladolid,Valladolid,9669,
CUS_00104,Adrián Pérez Molina,Male,Married,1953-11-17,adrian.perez343@outlook.com,+34 662 689 941,182 Laurel St,Hospitalet,Barcelona,51848,2021-06-21
CUS_00105,Javier Gil Sánchez,Male,Single,1959-12-07,javier.gil159@hotmail.com,+34 672 359 833,230 Cherry Cir,Coruña,A Coruña,52351,
CUS_00106,Antonio Pérez Ortiz,Male,Widow,1957-12-10,antonio.perez607@hotmail.com,+34 666 587 598,454 Poplar Pl,Logroño,La Rioja,41217,
CUS_00107,Jorge Suárez Domínguez,Male,Single,1977-06-27,jorge.suarez890@telefonica.net,+34 662 134 499,394 Cypress Ct,Almería,Almería,32484,
CUS_00108,Beatriz Jiménez Medina,Female,Married,1977-06-12,beatriz.jimenez129@outlook.com,+34 688 597 187,158 Oak Rd,Burgos,Burgos,28432,
CUS_00109,Rafael Ruiz Molina,Male,Widow,1962-12-22,rafael.ruiz659@hotmail.com,+34 675 403 761,5 Holly Pl,Coruña,A Coruña,25931,2025-02-15
CUS_00110,Nuria Sánchez García,Female,Single,2000-01-05,nuria.sanchez923@outlook.com,+34 696 848 813,395 Elm Ave,Alcalá,Madrid,38928,2023-09-29
CUS_00111,Andrea Medina Torres,Female,Married,1997-09-20,andrea.medina390@mail.com,+34 689 409 685,395 Walnut Ct,Vigo,Pontevedra,8173,2025-01-13
CUS_00112,Rosa Molina Jiménez,Female,Married,1971-10-10,rosa.molina573@outlook.com,+34 643 869 901,79 Pine Ct,Palma,Baleares,43808,2020-07-02
CUS_00113,Raúl Pérez Rubio,Male,Married,1950-11-28,raul.perez12@mail.com,+34 653 376 909,459 Holly Ct,Albacete,Albacete,12664,2025-03-10
CUS_00115,Miguel Ortiz Rodríguez,Male,Married,1978-10-02,miguel.ortiz715@mail.com,+34 635 539 504,163 Beech Ct,Cartagena,Murcia,36351,2024-04-17
CUS_00118,Raúl Moreno Suárez,Male,Married,1946-01-07,raul.moreno146@mail.com,+34 663 563 101,326 Magnolia Ct,Salamanca,Salamanca,25565,2023-05-03
CUS_00120,Pablo Molina Reyes,Male,Widow,1973-05-15,pablo.molina286@outlook.com,+34 696 234 141,316 Hazel Dr,Castellón,Castellón,45179,
CUS_00121,Francisco Álvarez Rivera,Male,Married,1967-09-28,francisco.alvarez133@yahoo.es,+34 640 371 546,82 Elm Rd,Almería,Almería,9028,2024-11-24
CUS_00122,Adrián Blanco Pérez,Male,Divorced,1944-07-01,adrian.blanco691@outlook.com,+34 647 722 911,468 Laurel Rd,Málaga,Málaga,7392,2022-09-10
CUS_00123,Pablo Romero Serrano,Male,Divorced,1954-04-18,pablo.romero194@mail.com,+34 669 369 458,139 Oak Dr,Sevilla,Sevilla,13594,2020-08-01
CUS_00124,Sara Álvarez Rubio,Female,Married,1972-11-19,sara.alvarez538@outlook.com,+34 677 472 150,272 Laurel Ct,Vitoria,Álava,47645,2024-04-09
CUS_00128,Marta Ortiz Gil,Female,Married,1974-01-09,marta.ortiz205@gmail.com,+34 669 191 121,194 Ash Pl,Logroño,La Rioja,14422,
CUS_00129,Adrián Vázquez Jiménez,Male,Widow,2003-07-10,adrian.vazquez592@yahoo.es,+34 648 177 989,497 Ash Blvd,Barcelona,Barcelona,18055,
CUS_00131,Jorge Iglesias Navarro,Male,Divorced,1984-04-15,jorge.iglesias631@hotmail.com,+34 631 713 482,380 Spruce St,Santander,Cantabria,39972,2020-03-30
CUS_00132,Carmen Gil Blanco,Female,Single,1949-12-07,carmen.gil259@yahoo.es,+34 684 657 247,232 Holly Ln,Logroño,La Rioja,18611,2024-09-03
CUS_00134,Sara Pérez Gómez,Female,Married,1986-01-21,sara.perez601@telefonica.net,+34 692 916 540,491 Ash Ct,Palma,Baleares,14428,2024-01-20
CUS_00135,Daniel González Martínez,Male,Married,1992-02-21,daniel.gonzalez520@telefonica.net,+34 672 465 650,402 Laurel Pl,Móstoles,Madrid,8480,
CUS_00136,Antonio Castro Rubio,Male,Married,2005-10-01,antonio.castro535@yahoo.es,+34 625 502 624,213 Olive Cir,San Sebastián,Guipúzcoa,47428,2022-11-11
CUS_00138,Sofía Morales Núñez,Female,Widow,1982-07-24,sofia.morales100@hotmail.com,+34 672 661 204,258 Laurel Way,Coruña,A Coruña,17657,
CUS_00139,Andrés Blanco Rodríguez,Male,Married,1980-11-01,andres.blanco589@outlook.com,+34 629 124 168,497 Poplar Ave,Coruña,A Coruña,51487,
CUS_00140,Silvia Jiménez Ruiz,Female,Single,1980-06-26,silvia.jimenez698@telefonica.net,+34 668 800 154,275 Cypress St,Alicante,Alicante,14073,
CUS_00141,Beatriz Romero López,Female,Single,1986-01-05,beatriz.romero612@telefonica.net,+34 612 804 806,198 Alder Blvd,Valladolid,Valladolid,14759,
CUS_00142,Francisco González Álvarez,Male,Single,1984-06-23,francisco.gonzalez190@telefonica.net,+34 613 156 961,65 Holly Way,Albacete,Albacete,48531,2023-12-22
CUS_00144,Marta Martínez Domínguez,Female,Divorced,1956-07-18,marta.martinez362@mail.com,+34 657 213 370,151 Birch Way,Leganés,Madrid,24086,2023-10-27
CUS_00145,Andrés Núñez Delgado,Male,Widow,1983-08-14,andres.nuñez249@yahoo.es,+34 621 962 187,361 Birch Pl,Granada,Granada,26264,2023-12-08
CUS_00147,Manuel Hernández Castro,Male,Married,1972-12-11,manuel.hernandez316@hotmail.com,+34 623 163 593,129 Hazel Pl,Leganés,Madrid,16211,2023-08-10
CUS_00148,Rafael Ortiz Molina,Male,Married,2002-02-11,rafael.ortiz697@telefonica.net,+34 619 556 402,485 Cypress Blvd,Granada,Granada,4193,
CUS_00149,Daniel Rubio Suárez,Male,Married,1992-07-26,daniel.rubio527@yahoo.es,+34 618 957 234,39 Cherry St,Alcalá,Madrid,40098,
CUS_00150,Lucía Ortiz Álvarez,Female,Married,1965-01-03,lucia.ortiz854@telefonica.net,+34 654 201 809,86 Holly Ln,Alicante,Alicante,28959,2024-07-19
CUS_00151,Beatriz Jiménez Martínez,Female,Divorced,1982-01-24,beatriz.jimenez99@gmail.com,+34 644 930 743,260 Beech Way,Albacete,Albacete,2618,2025-04-20
CUS_00152,Javier Torres Flores,Male,Single,1992-06-03,javier.torres765@telefonica.net,+34 625 925 176,89 Ash Dr,Logroño,La Rioja,8856,
CUS_00153,Rafael Gil Flores,Male,Married,1953-06-19,rafael.gil797@yahoo.es,+34 674 581 560,379 Hazel Ln,Hospitalet,Barcelona,21979,
CUS_00155,Isabel Hernández Blanco,Female,Married,1976-08-03,isabel.hernandez671@hotmail.com,+34 634 773 174,202 Beech Rd,Granada,Granada,48136,2025-04-25
CUS_00156,Francisco Domínguez Suárez,Male,Married,1984-09-03,francisco.dominguez809@mail.com,+34 693 273 364,134 Hazel Blvd,Valencia,Valencia,11167,
CUS_00157,Alejandro Ruiz Ortiz,Male,Divorced,1950-08-13,alejandro.ruiz540@outlook.com,+34 686 853 482,61 Alder St,Salamanca,Salamanca,39732,
CUS_00158,Paula Ruiz Núñez,Female,Divorced,2004-11-11,paula.ruiz786@yahoo.es,+34 647 245 154,268 Olive Way,Barcelona,Barcelona,34994,2023-12-18
CUS_00159,Sofía Rubio Flores,Female,Married,1974-01-19,sofia.rubio254@mail.com,+34 639 549 792,9 Laurel Dr,Logroño,La Rioja,50404,2025-01-02
CUS_00162,Nuria Marín Díaz,Female,Single,1972-05-20,nuria.marin682@hotmail.com,+34 644 688 331,143 Beech Ln,Palma,Baleares,12549,
CUS_00163,Álvaro Martínez Sánchez,Male,Widow,1972-06-19,alvaro.martinez49@gmail.com,+34 685 529 959,175 Oak Ave,Santander,Cantabria,32206,2023-04-18
CUS_00165,Marta Flores Gil,Female,Widow,1972-12-20,marta.flores921@gmail.com,+34 672 254 752,492 Elm Ave,Vitoria,Álava,26878,2020-10-01
CUS_00166,Teresa Molina Ortiz,Female,Divorced,1963-07-21,teresa.molina987@mail.com,+34 694 797 776,316 Birch Ln,Valladolid,Valladolid,10815,
CUS_00167,Rafael Serrano Torres,Male,Married,1952-12-11,rafael.serrano726@telefonica.net,+34 666 172 744,248 Beech St,Gijón,Asturias,21063,2025-05-31
CUS_00168,María Núñez Domínguez,Female,Divorced,1946-09-16,maria.nuñez624@telefonica.net,+34 613 147 585,376 Maple Ct,Zaragoza,Zaragoza,33880,
CUS_00169,Raquel Iglesias Reyes,Female,Divorced,1974-11-22,raquel.iglesias783@outlook.com,+34 691 736 977,492 Poplar St,Hospitalet,Barcelona,21965,2024-12-15
CUS_00170,Álvaro Romero García,Male,Single,1958-03-26,alvaro.romero995@hotmail.com,+34 673 867 243,320 Pine Cir,Madrid,Madrid,1043,2025-02-27
CUS_00171,Raúl González Serrano,Male,Married,1973-12-10,raul.gonzalez894@outlook.com,+34 658 186 180,240 Laurel Rd,Hospitalet,Barcelona,17552,2021-08-19
CUS_00172,Alejandro Rivera Torres,Male,Married,1965-11-21,alejandro.rivera449@mail.com,+34 684 244 345,389 Holly Pl,San Sebastián,Guipúzcoa,6421,
CUS_00173,Alejandro Ruiz Jiménez,Male,Single,1992-03-07,alejandro.ruiz206@yahoo.es,+34 673 351 766,348 Cedar Dr,Madrid,Madrid,26882,2021-03-05
CUS_00174,Rosa Hernández Serrano,Female,Single,1993-08-05,rosa.hernandez126@yahoo.es,+34 690 386 784,253 Spruce Ct,Madrid,Madrid,38460,
CUS_00175,Javier Vázquez Serrano,Male,Married,1962-01-01,javier.vazquez169@yahoo.es,+34 694 319 554,233 Laurel St,Logroño,La Rioja,31545,
CUS_00176,Teresa Pérez Rodríguez,Female,Married,2002-01-08,teresa.perez54@outlook.com,+34 621 726 486,394 Cypress Ct,Terrassa,Barcelona,9572,2025-04-23
CUS_00177,Carmen Pérez Castillo,Female,Single,1949-11-24,carmen.perez680@gmail.com,+34 610 220 555,49 Alder Ln,Fuenlabrada,Madrid,42047,2019-03-17
CUS_00178,Javier Castillo Iglesias,Male,Married,1975-02-13,javier.castillo822@yahoo.es,+34 646 307 619,68 Willow Rd,Getafe,Madrid,2128,2023-11-18
CUS_00179,Jorge Castro Molina,Male,Married,1972-10-20,jorge.castro129@yahoo.es,+34 685 152 103,79 Elm Rd,Coruña,A Coruña,39105,
CUS_00180,Carlos Flores Medina,Male,Single,1998-11-27,carlos.flores466@gmail.com,+34 661 872 919,244 Willow Ave,Alicante,Alicante,27654,
CUS_00181,Miguel Vázquez Ramírez,Male,Widow,2004-12-06,miguel.vazquez92@outlook.com,+34 660 982 193,332 Ash Rd,Vitoria,Álava,28507,
CUS_00182,Rafael Ruiz Romero,Male,Divorced,1972-01-17,rafael.ruiz659@gmail.com,+34 646 249 482,158 Pine Pl,Huelva,Huelva,42679,
CUS_00183,Carmen Gil Medina,Female,Divorced,2000-06-15,carmen.gil820@outlook.com,+34 660 987 541,206 Oak St,Logroño,La Rioja,23312,
CUS_00184,Paula Hernández García,Female,Single,1955-10-25,paula.hernandez328@mail.com,+34 652 763 710,466 Birch Ave,Santander,Cantabria,49175,
CUS_00185,Antonio Domínguez Romero,Male,Widow,2003-09-15,antonio.dominguez418@yahoo.es,+34 689 696 745,479 Cypress Rd,Burgos,Burgos,33745,2024-11-02
CUS_00186,David Sánchez Pérez,Male,Widow,1999-08-06,david.sanchez489@gmail.com,+34 692 499 900,317 Holly Ln,Castellón,Castellón,35578,2024-05-27
CUS_00187,Luis Ramos Blanco,Male,Married,1953-03-07,luis.ramos246@outlook.com,+34 694 486 648,198 Willow Cir,Badajoz,Badajoz,6574,2024-03-30
CUS_00188,Álvaro Moreno Castillo,Male,Widow,1985-01-01,alvaro.moreno421@hotmail.com,+34 655 654 312,471 Cedar Pl,Hospitalet,Barcelona,38007,2020-11-30
CUS_00191,Javier Ortega Rivera,Male,Divorced,1950-02-13,javier.ortega917@outlook.com,+34 623 175 140,321 Ash Dr,San Sebastián,Guipúzcoa,10039,2021-10-13
CUS_00192,Raquel Morales González,Female,Married,1949-11-20,raquel.morales472@outlook.com,+34 644 943 450,338 Poplar Pl,Gijón,Asturias,48864,2025-02-15
CUS_00193,Miguel Núñez López,Male,Married,1957-11-16,miguel.nuñez281@gmail.com,+34 656 663 498,191 Cherry Pl,Vitoria,Álava,14411,2025-02-16
CUS_00194,Laura Sánchez Ruiz,Female,Single,1942-11-23,laura.sanchez79@gmail.com,+34 612 580 269,332 Cypress Way,Palma,Baleares,48270,
