customer_id,full_name,sex,marital_status,date_of_birth,email,phone,address,city,province,postal_code,last_address_change_date
CUS_00137,Francisco Molina Pérez,Male,Single,1989-10-07,francisco.molina144@yahoo.es,+34 626 715 748,489 Maple Ct,Albacete,Albacete,22906,
CUS_00143,Miguel Hernández Gómez,Male,Married,2004-07-19,miguel.hernandez284@yahoo.es,+34 680 980 613,474 Walnut Ct,Vitoria,Álava,10020,2023-11-14
CUS_00146,Paula Vázquez Martínez,Female,Divorced,1996-06-01,paula.vazquez992@gmail.com,+34 658 332 278,311 Cherry St,Alcalá,Madrid,44983,
CUS_00154,Sara Castro Molina,Female,Widow,1990-01-04,sara.castro673@hotmail.com,+34 641 912 568,258 Magnolia Dr,San Sebastián,Guipúzcoa,26992,
CUS_00160,Jorge García López,Male,Married,1971-11-14,jorge.garcia561@outlook.com,+34 680 143 480,158 Beech Ct,Córdoba,Córdoba,37832,2024-07-30
CUS_00161,Javier Domínguez Martínez,Male,Single,1989-08-18,javier.dominguez94@yahoo.es,+34 662 568 820,123 Magnolia St,Coruña,A Coruña,48588,2025-02-19
CUS_00164,Sofía Ramírez Ortiz,Female,Married,2005-03-25,sofia.ramirez351@gmail.com,+34 634 379 969,464 Cherry Pl,Leganés,Madrid,23829,
CUS_00189,Daniel Medina Ramírez,Male,Married,1976-06-11,daniel.medina49@telefonica.net,+34 652 984 942,316 Birch Ave,Albacete,Albacete,12671,2025-03-21
CUS_00190,Rafael Serrano Delgado,Male,Single,1945-07-13,rafael.serrano93@mail.com,+34 648 374 271,354 Pine Ave,Vigo,Pontevedra,5293,2021-09-03
CUS_00197,Teresa Rubio Castillo,Female,Divorced,1952-10-17,teresa.rubio885@hotmail.com,+34 690 848 355,43 Beech Dr,Alicante,Alicante,28395,
CUS_00200,Lucía Rodríguez Suárez,Female,Married,1964-02-21,lucia.rodriguez48@outlook.com,+34 689 755 494,448 Elm Pl,Sevilla,Sevilla,11623,2025-03-23
CUS_00201,Sergio Morales Gómez,Male,Married,1961-06-03,sergio.morales731@telefonica.net,+34 694 316 186,137 Laurel Pl,Burgos,Burgos,14435,2023-10-11
CUS_00202,Paula Álvarez Díaz,Female,Married,1984-02-06,paula.alvarez825@outlook.com,+34 618 879 149,398 Cherry Cir,Burgos,Burgos,39293,
CUS_00206,Sara Flores Molina,Female,Married,1991-11-13,sara.flores818@gmail.com,+34 697 795 437,89 Willow Ave,Vitoria,Álava,40649,
CUS_00223,Ana Moreno Ortega,Female,Married,1983-12-22,ana.moreno156@hotmail.com,+34 638 531 547,6 Hazel Cir,Salamanca,Salamanca,8692,
CUS_00224,Daniel Castro Rivera,Male,Single,1973-04-26,daniel.castro476@hotmail.com,+34 616 650 464,480 Cedar Rd,Terrassa,Barcelona,33714,
CUS_00225,Luis Moreno Jiménez,Male,Married,1940-10-27,luis.moreno400@gmail.com,+34 634 444 822,437 Oak Blvd,Murcia,Murcia,33261,2024-08-04
CUS_00232,Rafael Álvarez Serrano,Male,Widow,1954-03-17,rafael.alvarez890@hotmail.com,+34 627 191 180,206 Pine Rd,Fuenlabrada,Madrid,5379,2025-02-18
CUS_00235,Sofía Reyes Blanco,Female,Widow,1951-04-07,sofia.reyes126@outlook.com,+34 691 658 955,329 Beech Way,Barcelona,Barcelona,42797,
CUS_00241,Manuel Ramírez Morales,Male,Single,1958-11-07,manuel.ramirez590@outlook.com,+34 649 430 672,372 Laurel Way,Valladolid,Valladolid,6821,
CUS_00242,Lucía Romero Suárez,Female,Divorced,2003-07-14,lucia.romero279@hotmail.com,+34 657 305 721,97 Pine Ct,Móstoles,Madrid,37462,2024-09-16
CUS_00249,Ana Rodríguez Flores,Female,Divorced,1950-03-20,ana.rodriguez603@hotmail.com,+34 637 241 463,148 Walnut St,Oviedo,Asturias,43689,2025-05-17
CUS_00253,Alejandro Romero García,Male,Divorced,1942-12-09,alejandro.romero717@mail.com,+34 665 881 344,493 Oak Way,Alcalá,Madrid,44604,2024-02-29
CUS_00255,Alejandro Morales Ortega,Male,Single,2004-07-03,alejandro.morales862@hotmail.com,+34 676 718 957,454 Walnut Ln,Santander,Cantabria,28759,
CUS_00260,Daniel Ruiz Rivera,Male,Single,1990-02-03,daniel.ruiz36@outlook.com,+34 690 138 891,219 Hazel Blvd,Gijón,Asturias,51479,
CUS_00262,David Sánchez Reyes,Male,Single,1980-01-22,david.sanchez354@gmail.com,+34 618 543 811,457 Laurel Way,Cartagena,Murcia,50230,2025-05-31
CUS_00280,Antonio Sánchez Jiménez,Male,Widow,1941-01-01,antonio.sanchez521@mail.com,+34 626 773 872,7 Cypress Blvd,Fuenlabrada,Madrid,29923,
CUS_00285,Andrea Ruiz Castro,Female,Divorced,1993-08-16,andrea.ruiz759@gmail.com,+34 632 905 351,288 Walnut Blvd,Murcia,Murcia,6217,
CUS_00301,Álvaro Iglesias Serrano,Male,Single,1961-02-16,alvaro.iglesias13@yahoo.es,+34 648 383 698,260 Beech Ln,Cartagena,Murcia,45928,
CUS_00302,Francisco Rodríguez Castro,Male,Widow,1957-02-15,francisco.rodriguez970@telefonica.net,+34 612 855 580,77 Willow Cir,Fuenlabrada,Madrid,34251,2023-10-11
CUS_00320,Adrián Álvarez Delgado,Male,Divorced,1980-07-18,adrian.alvarez997@hotmail.com,+34 675 801 725,343 Magnolia St,Madrid,Madrid,9009,2025-03-29
CUS_00327,Fernando Díaz Rodríguez,Male,Married,1949-05-07,fernando.diaz5@mail.com,+34 671 782 362,86 Birch Ave,Coruña,A Coruña,52707,
CUS_00335,Silvia Gómez Vázquez,Female,Married,1984-12-10,silvia.gomez735@telefonica.net,+34 651 657 465,316 Laurel Ct,Leganés,Madrid,34921,
CUS_00337,Ana López Rivera,Female,Married,1992-07-01,ana.lopez715@outlook.com,+34 660 635 991,168 Hazel Pl,San Sebastián,Guipúzcoa,31639,
CUS_00341,Paula López Díaz,Female,Divorced,1950-02-09,paula.lopez803@mail.com,+34 697 275 412,205 Hazel Ave,Gijón,Asturias,43011,2023-02-19
CUS_00345,Jorge Reyes Pérez,Male,Single,1944-07-10,jorge.reyes426@mail.com,+34 695 479 628,46 Oak Dr,Sevilla,Sevilla,41328,
CUS_00357,Andrés Molina Iglesias,Male,Single,1979-02-28,andres.molina607@telefonica.net,+34 659 812 736,87 Cedar Blvd,Alicante,Alicante,50178,2024-08-15
CUS_00362,Raquel López Pérez,Female,Single,1964-10-11,raquel.lopez934@telefonica.net,+34 620 516 958,219 Willow St,Oviedo,Asturias,49405,
CUS_00364,Antonio Molina Flores,Male,Married,1994-04-11,antonio.molina584@telefonica.net,+34 687 383 665,161 Pine Ct,Burgos,Burgos,35144,
CUS_00375,Adrián Serrano Blanco,Male,Married,1994-01-02,adrian.serrano187@hotmail.com,+34 652 250 530,83 Birch Dr,Móstoles,Madrid,33559,
CUS_00379,Javier Navarro Moreno,Male,Widow,1951-12-22,javier.navarro238@mail.com,+34 676 852 523,216 Poplar Rd,Hospitalet,Barcelona,17924,
CUS_00384,Silvia Jiménez Gómez,Female,Single,1972-01-25,silvia.jimenez397@hotmail.com,+34 631 146 335,89 Elm Dr,Badajoz,Badajoz,1991,2025-05-19
CUS_00385,Luis Suárez Navarro,Male,Single,1952-01-22,luis.suarez479@outlook.com,+34 663 360 976,305 Birch Cir,Fuenlabrada,Madrid,43762,2025-03-22
CUS_00388,Andrés Ramos Serrano,Male,Married,1962-10-12,andres.ramos588@mail.com,+34 620 853 664,33 Olive Way,Jerez,Cádiz,23419,
CUS_00391,Lucía García Medina,Female,Widow,1993-08-11,lucia.garcia308@telefonica.net,+34 682 477 333,416 Cypress Blvd,Madrid,Madrid,10854,
CUS_00395,Fernando Castillo Ortega,Male,Married,1992-05-24,fernando.castillo727@yahoo.es,+34 680 483 524,232 Poplar Pl,Murcia,Murcia,3116,
CUS_00404,Andrés Rubio Díaz,Male,Married,1961-08-05,andres.rubio660@mail.com,+34 688 223 246,39 Pine Ct,Santander,Cantabria,25828,
CUS_00412,Pablo Reyes Ramos,Male,Widow,1979-07-16,pablo.reyes435@gmail.com,+34 657 319 300,369 Oak Pl,Las Palmas,Las Palmas,21115,
CUS_00417,Manuel Torres Rivera,Male,Married,1992-10-16,manuel.torres502@yahoo.es,+34 678 765 642,123 Cedar Way,Las Palmas,Las Palmas,43011,2025-03-19
CUS_00419,Sara Domínguez Díaz,Female,Single,1942-07-26,sara.dominguez551@gmail.com,+34 633 178 268,57 Beech Ave,Logroño,La Rioja,3481,
CUS_00455,Miguel Díaz Suárez,Male,Widow,1963-05-06,miguel.diaz300@telefonica.net,+34 685 722 191,487 Cherry Ave,Badajoz,Badajoz,42672,2024-05-04
CUS_00466,Miguel García Álvarez,Male,Single,1987-01-22,miguel.garcia556@gmail.com,+34 667 517 381,400 Cherry Pl,Leganés,Madrid,18507,2024-09-24
CUS_00467,Teresa Medina Gil,Female,Married,2001-04-26,teresa.medina515@yahoo.es,+34 661 968 587,80 Holly St,Getafe,Madrid,50828,
CUS_00470,Raúl Gil Martínez,Male,Single,1972-12-23,raul.gil812@telefonica.net,+34 635 382 554,86 Walnut Ln,Málaga,Málaga,26773,2025-01-31
CUS_00474,Pedro Delgado Romero,Male,Divorced,1969-07-08,pedro.delgado211@mail.com,+34 680 200 211,356 Spruce Pl,Fuenlabrada,Madrid,10110,2024-12-23
CUS_00477,Pedro López Martínez,Male,Single,1952-06-13,pedro.lopez951@outlook.com,+34 667 656 242,425 Magnolia Blvd,Cartagena,Murcia,1194,
CUS_00488,Manuel Ramírez Álvarez,Male,Divorced,1956-06-24,manuel.ramirez575@telefonica.net,+34 649 817 631,78 Alder Pl,Elche,Alicante,2605,2025-03-11
CUS_00492,Lucía Navarro Romero,Female,Single,2000-06-10,lucia.navarro910@gmail.com,+34 620 174 791,83 Holly Ct,Zaragoza,Zaragoza,39478,2024-04-18
CUS_00499,Carmen Blanco López,Female,Divorced,1998-07-06,carmen.blanco161@gmail.com,+34 674 459 864,469 Holly Ave,Jerez,Cádiz,14316,
CUS_00502,Alejandro Martínez Moreno,Male,Single,1976-06-12,alejandro.martinez352@hotmail.com,+34 661 983 158,156 Olive Cir,Cartagena,Murcia,32588,2024-06-09
CUS_00504,Beatriz García González,Female,Married,1963-02-22,beatriz.garcia62@outlook.com,+34 624 998 320,28 Ash Blvd,Granada,Granada,31565,
CUS_00510,Rafael Díaz Jiménez,Male,Divorced,1958-07-01,rafael.diaz621@yahoo.es,+34 647 948 878,322 Beech Dr,Córdoba,Córdoba,30572,
CUS_00512,Fernando Blanco Iglesias,Male,Single,2004-05-08,fernando.blanco399@hotmail.com,+34 648 636 144,300 Ash St,Zaragoza,Zaragoza,42804,2025-02-08
CUS_00513,Sofía Rubio Suárez,Female,Married,1978-04-26,sofia.rubio131@yahoo.es,+34 674 103 349,162 Beech Ct,Terrassa,Barcelona,15986,
CUS_00523,Carlos Morales Rivera,Male,Divorced,1969-01-17,carlos.morales126@telefonica.net,+34 619 620 137,424 Cherry Pl,Madrid,Madrid,14474,2025-02-16
CUS_00524,Miguel Díaz Delgado,Male,Single,1992-09-01,miguel.diaz282@yahoo.es,+34 619 162 302,440 Cypress Way,Gijón,Asturias,44650,
CUS_00525,Antonio Torres Medina,Male,Single,1949-03-16,antonio.torres370@yahoo.es,+34 688 133 397,24 Cherry Way,Granada,Granada,32895,2024-02-26
CUS_00536,Pablo Pérez Castro,Male,Widow,1950-10-16,pablo.perez739@mail.com,+34 637 787 378,80 Walnut Ave,Vitoria,Álava,28162,2024-09-22
CUS_00537,Isabel Ramírez Molina,Female,Married,1976-01-22,isabel.ramirez692@outlook.com,+34 665 148 767,220 Laurel St,Coruña,A Coruña,24712,
CUS_00539,Fernando Iglesias Domínguez,Male,Married,1997-11-15,fernando.iglesias677@hotmail.com,+34 619 805 270,413 Walnut Way,Valencia,Valencia,11966,2025-02-28
CUS_00559,Sara Marín Pérez,Female,Married,2005-10-04,sara.marin368@telefonica.net,+34 636 932 878,155 Laurel Ave,Málaga,Málaga,7712,2021-09-30
CUS_00562,Cristina Blanco Flores,Female,Married,1991-09-11,cristina.blanco368@outlook.com,+34 692 132 614,304 Cherry Ct,Madrid,Madrid,29293,
CUS_00563,Beatriz Sánchez Ramírez,Female,Divorced,1950-12-18,beatriz.sanchez415@telefonica.net,+34 629 328 413,257 Alder Dr,Logroño,La Rioja,20598,
CUS_00569,Carmen Morales Blanco,Female,Divorced,1993-03-28,carmen.morales893@telefonica.net,+34 613 555 493,454 Laurel Rd,Castellón,Castellón,26626,2024-05-01
CUS_00574,Rosa Núñez Reyes,Female,Married,1972-02-20,rosa.nuñez641@outlook.com,+34 629 926 516,455 Cedar Rd,Hospitalet,Barcelona,47689,2024-09-19
CUS_00580,Alejandro Rodríguez Pérez,Male,Single,1951-05-22,alejandro.rodriguez816@hotmail.com,+34 637 334 369,392 Holly Ave,Coruña,A Coruña,33158,
CUS_00595,Silvia Suárez Martínez,Female,Widow,1995-04-06,silvia.suarez39@outlook.com,+34 632 285 850,224 Spruce Cir,Cartagena,Murcia,24748,
CUS_00600,Andrés Iglesias Ortiz,Male,Divorced,1977-08-14,andres.iglesias688@mail.com,+34 646 225 301,221 Hazel St,Barcelona,Barcelona,39397,
CUS_00603,Andrés Delgado Serrano,Male,Married,1951-12-18,andres.delgado610@outlook.com,+34 662 513 528,448 Ash Pl,Valladolid,Valladolid,22271,2024-02-08
CUS_00606,Andrés Castillo Rivera,Male,Divorced,1990-02-11,andres.castillo250@outlook.com,+34 635 738 941,233 Poplar Rd,Murcia,Murcia,41525,
CUS_00608,Adrián Castro Moreno,Male,Single,1948-08-01,adrian.castro895@outlook.com,+34 687 801 667,308 Cypress Ct,Córdoba,Córdoba,36009,
CUS_00616,Daniel Marín Ruiz,Male,Married,1984-12-26,daniel.marin793@hotmail.com,+34 676 594 819,68 Poplar Rd,Sevilla,Sevilla,14433,2023-11-13
CUS_00623,Manuel Castillo Pérez,Male,Married,1979-04-15,manuel.castillo691@gmail.com,+34 620 183 180,406 Holly Rd,Granada,Granada,44328,
CUS_00635,Fernando Reyes Pérez,Male,Married,1958-01-26,fernando.reyes280@outlook.com,+34 683 997 118,121 Cherry Pl,Córdoba,Córdoba,38414,2023-01-19
CUS_00638,Nuria Álvarez Martínez,Female,Single,1944-06-20,nuria.alvarez892@telefonica.net,+34 641 905 639,353 Cherry Cir,Murcia,Murcia,31571,2024-06-10
CUS_00645,Pilar Castro Molina,Female,Single,1987-10-02,pilar.castro459@hotmail.com,+34 659 502 302,64 Pine Cir,Sabadell,Barcelona,20304,
CUS_00646,Adrián Rodríguez Núñez,Male,Widow,1981-10-04,adrian.rodriguez346@gmail.com,+34 665 941 113,349 Laurel Dr,Castellón,Castellón,51752,
CUS_00659,Cristina Núñez Molina,Female,Single,1997-08-26,cristina.nuñez658@mail.com,+34 612 655 330,107 Olive St,Vigo,Pontevedra,46479,2024-07-31
CUS_00663,Francisco Pérez Ramos,Male,Married,2000-05-15,francisco.perez514@gmail.com,+34 662 586 370,60 Oak Way,Getafe,Madrid,16112,2022-05-13
CUS_00666,Álvaro Ruiz Blanco,Male,Divorced,1962-05-09,alvaro.ruiz537@mail.com,+34 670 175 505,372 Elm Ln,Salamanca,Salamanca,41380,2024-08-03
CUS_00667,Isabel Morales Navarro,Female,Married,1955-01-19,isabel.morales326@yahoo.es,+34 643 933 421,243 Laurel Ln,Málaga,Málaga,33389,2024-03-03
CUS_00671,Andrés Romero Medina,Male,Single,1942-08-18,andres.romero633@yahoo.es,+34 621 198 688,39 Maple St,Terrassa,Barcelona,51083,
CUS_00673,Rafael López Delgado,Male,Single,1947-02-21,rafael.lopez512@yahoo.es,+34 696 891 331,62 Holly Cir,San Sebastián,Guipúzcoa,21435,2024-11-11
CUS_00675,Andrés González Castillo,Male,Single,2004-08-03,andres.gonzalez562@yahoo.es,+34 692 545 602,186 Pine Ln,Hospitalet,Barcelona,40219,
CUS_00688,Cristina Martínez Ortega,Female,Divorced,1992-06-27,cristina.martinez880@telefonica.net,+34 629 540 112,83 Hazel Ave,Hospitalet,Barcelona,42470,2024-10-07
CUS_00698,Teresa Rivera Vázquez,Female,Married,1995-10-03,teresa.rivera489@hotmail.com,+34 640 961 303,362 Ash Way,Getafe,Madrid,18033,2020-11-03
CUS_00699,Fernando Navarro Sánchez,Male,Married,1975-09-06,fernando.navarro321@mail.com,+34 689 842 444,455 Cypress Blvd,Barcelona,Barcelona,35951,2024-05-31
CUS_00709,Rafael Domínguez Ortega,Male,Widow,1988-01-04,rafael.dominguez573@outlook.com,+34 684 604 214,3 Birch Cir,Córdoba,Córdoba,14419,
CUS_00713,Rafael Ortega Rubio,Male,Single,1998-03-10,rafael.ortega945@mail.com,+34 685 437 881,311 Alder Rd,Burgos,Burgos,44714,
CUS_00716,Rafael Pérez Ramos,Male,Married,1997-10-12,rafael.perez129@mail.com,+34 676 268 765,136 Maple Cir,Gijón,Asturias,6367,2025-01-22
CUS_00717,Pilar Martínez Rodríguez,Female,Married,1978-03-05,pilar.martinez191@outlook.com,+34 646 487 170,147 Willow Way,Móstoles,Madrid,8559,2024-10-23
CUS_00722,Pablo Flores Romero,Male,Married,1950-01-18,pablo.flores295@telefonica.net,+34 620 725 451,35 Cherry Rd,Getafe,Madrid,20667,2024-10-02
CUS_00723,Andrés Ruiz Ortiz,Male,Married,1944-04-26,andres.ruiz824@hotmail.com,+34 610 458 119,245 Poplar Way,Las Palmas,Las Palmas,32588,2024-12-14
CUS_00728,Francisco Rubio Hernández,Male,Married,1947-09-17,francisco.rubio534@hotmail.com,+34 637 768 825,65 Laurel Rd,Bilbao,Vizcaya,28114,
CUS_00732,Andrea Morales Flores,Female,Married,2005-12-10,andrea.morales994@outlook.com,+34 643 616 413,495 Holly St,Alicante,Alicante,25148,2024-06-20
CUS_00740,Lucía Flores Rodríguez,Female,Widow,1973-01-06,lucia.flores509@gmail.com,+34 681 773 524,272 Birch Rd,Madrid,Madrid,39895,2024-09-10
CUS_00753,Ana Castillo Castro,Female,Divorced,1997-12-03,ana.castillo404@outlook.com,+34 686 653 257,69 Cherry Dr,Móstoles,Madrid,42124,
CUS_00760,Alejandro Álvarez Delgado,Male,Single,1989-10-27,alejandro.alvarez586@outlook.com,+34 625 838 636,355 Maple Way,Coruña,A Coruña,46908,
CUS_00766,Carlos Domínguez Ramos,Male,Single,1996-10-09,carlos.dominguez756@outlook.com,+34 674 658 622,435 Ash Way,Vitoria,Álava,46275,2025-05-19
CUS_00768,Pablo Moreno Jiménez,Male,Widow,1953-04-13,pablo.moreno610@yahoo.es,+34 694 367 382,265 Oak Ct,Terrassa,Barcelona,10375,2025-05-26
CUS_00769,Álvaro Ortega Gómez,Male,Divorced,1993-08-23,alvaro.ortega221@hotmail.com,+34 695 517 919,452 Alder Way,Palma,Baleares,50167,
CUS_00770,Pilar Castillo Medina,Female,Married,1943-12-11,pilar.castillo514@telefonica.net,+34 668 380 487,113 Birch Ave,Bilbao,Vizcaya,37516,2024-09-05
CUS_00774,Javier Medina Blanco,Male,Divorced,1999-05-26,javier.medina308@gmail.com,+34 669 584 536,411 Ash Pl,Zaragoza,Zaragoza,39208,2025-03-07
CUS_00775,Ana Domínguez Ramírez,Female,Widow,1962-04-28,ana.dominguez783@yahoo.es,+34 697 399 319,257 Holly Way,Huelva,Huelva,52252,2023-03-20
CUS_00784,Beatriz Ramírez Marín,Female,Single,1969-12-23,beatriz.ramirez21@gmail.com,+34 653 662 255,366 Hazel Dr,Logroño,La Rioja,34293,
CUS_00793,Andrea Ortiz Moreno,Female,Divorced,1952-02-11,andrea.ortiz661@telefonica.net,+34 690 602 121,432 Beech Ct,San Sebastián,Guipúzcoa,31397,2025-05-31
CUS_00797,Miguel Morales Jiménez,Male,Single,2001-05-28,miguel.morales109@hotmail.com,+34 656 524 537,81 Spruce Ln,Alicante,Alicante,15704,2022-11-17
CUS_00804,Teresa Serrano Moreno,Female,Married,1975-09-03,teresa.serrano928@hotmail.com,+34 671 129 814,22 Poplar Ct,Sabadell,Barcelona,5105,2022-08-12
CUS_00814,Silvia Serrano Pérez,Female,Married,1967-04-15,silvia.serrano224@mail.com,+34 647 527 148,106 Olive Blvd,Oviedo,Asturias,29992,2025-05-26
CUS_00815,Paula Vázquez Flores,Female,Divorced,2000-02-18,paula.vazquez656@telefonica.net,+34 660 467 508,227 Willow Way,Jerez,Cádiz,3107,2024-03-12
CUS_00822,Pedro Romero Castillo,Male,Married,1987-11-16,pedro.romero255@gmail.com,+34 635 702 952,50 Poplar St,Gijón,Asturias,15239,
CUS_00823,David Suárez Ramos,Male,Divorced,1992-08-26,david.suarez613@yahoo.es,+34 686 593 416,190 Spruce Pl,Sevilla,Sevilla,20352,
CUS_00825,Raquel Martínez Díaz,Female,Single,1954-01-12,raquel.martinez165@gmail.com,+34 629 377 669,316 Holly Rd,Hospitalet,Barcelona,8189,
CUS_00827,Álvaro Pérez Domínguez,Male,Married,1954-12-28,alvaro.perez799@hotmail.com,+34 687 499 863,129 Walnut Dr,Getafe,Madrid,33777,
CUS_00830,Andrés Jiménez Hernández,Male,Single,1950-05-16,andres.jimenez312@mail.com,+34 663 332 681,490 Magnolia Rd,Hospitalet,Barcelona,8725,2023-11-03
CUS_00832,María Ruiz Medina,Female,Divorced,1991-07-21,maria.ruiz897@yahoo.es,+34 683 799 736,122 Ash St,Elche,Alicante,13702,2024-04-23
CUS_00846,María Flores Morales,Female,Single,1988-03-01,maria.flores915@gmail.com,+34 611 875 512,145 Pine Pl,Badajoz,Badajoz,11997,
CUS_00851,Teresa Martínez Gómez,Female,Single,1989-12-27,teresa.martinez112@gmail.com,+34 645 849 335,335 Walnut Dr,Huelva,Huelva,22148,
CUS_00853,Francisco Reyes Torres,Male,Single,2002-07-26,francisco.reyes900@mail.com,+34 698 282 293,250 Spruce Ave,Gijón,Asturias,44626,2022-03-26
CUS_00854,Alejandro García Moreno,Male,Single,1993-04-15,alejandro.garcia405@telefonica.net,+34 622 520 230,42 Cedar Way,Jerez,Cádiz,41629,2023-03-23
CUS_00860,Teresa Castro Morales,Female,Single,1978-02-27,teresa.castro900@outlook.com,+34 672 595 746,422 Hazel Dr,Albacete,Albacete,26967,2024-12-21
CUS_00863,Beatriz Ortega Rubio,Female,Married,1987-02-09,beatriz.ortega822@outlook.com,+34 691 514 915,189 Cedar Cir,Valladolid,Valladolid,24963,
CUS_00870,Andrés Suárez Ortega,Male,Married,1988-11-02,andres.suarez43@telefonica.net,+34 659 602 907,429 Pine Cir,Sabadell,Barcelona,44338,
CUS_00872,Sara Morales Moreno,Female,Single,1960-10-07,sara.morales967@hotmail.com,+34 663 856 186,53 Olive Dr,Castellón,Castellón,38243,2023-06-28
CUS_00876,Jorge López Ortega,Male,Married,1946-12-11,jorge.lopez418@yahoo.es,+34 661 283 713,182 Elm Pl,Badajoz,Badajoz,37494,2022-08-02
CUS_00878,Laura García Iglesias,Female,Single,1994-08-02,laura.garcia973@gmail.com,+34 670 771 602,464 Poplar Ct,Badajoz,Badajoz,13021,
CUS_00894,Nuria Díaz Ramírez,Female,Married,1943-03-26,nuria.diaz944@hotmail.com,+34 669 562 182,341 Elm Cir,Castellón,Castellón,44852,
CUS_00895,Adrián Hernández Romero,Male,Divorced,1952-12-17,adrian.hernandez306@outlook.com,+34 680 438 228,61 Pine Ave,Granada,Granada,29411,2022-04-18
CUS_00899,Miguel Reyes Domínguez,Male,Divorced,1947-09-23,miguel.reyes414@outlook.com,+34 635 205 360,96 Beech Rd,Hospitalet,Barcelona,28972,
CUS_00901,Rafael Ortega Delgado,Male,Single,1978-03-22,rafael.ortega70@hotmail.com,+34 614 465 469,37 Ash Way,Badajoz,Badajoz,13688,
CUS_00914,Adrián Sánchez Medina,Male,Single,1942-01-14,adrian.sanchez179@telefonica.net,+34 614 989 693,214 Laurel Cir,Gijón,Asturias,12472,2024-12-21
CUS_00918,Elena Navarro Morales,Female,Divorced,1968-06-22,elena.navarro550@hotmail.com,+34 631 976 280,329 Cedar Way,Gijón,Asturias,46309,2024-08-13
